,Unnamed: 0,Datetime,Tweet Id,Text,Username
48,48,2019-09-20 21:55:47+00:00,1175166690503614465,Buat apa KUHP sendiri klo lebih kejam dari KUHP penjajah Gimana klo yg diperkosa anak mereka yg setuju KIHP yg baru,mmymurni
49,49,2019-09-20 21:53:54+00:00,1175166216975126528,Aditya jgn sampai negeri ini punya KUHP yg sewenang wenang,mmymurni
50,50,2019-09-20 21:50:36+00:00,1175165388344049664,Mf Lae kali ini kita beda Mengkritik yg kita pilih karena melenceng itu Otak masi dikepala menolakrepisikpk ruu KUHP dll Tapi jika sampai menjilat itu otak di Pantat Salam demokrasi,Jackson_Martua
51,51,2019-09-20 21:48:31+00:00,1175164864852979712,tapi kenyataannya masih bisa diterapkan sampai skrg sbg lex generalis Memang sudah lama ada rencana dan kajian2 untuk mengganti KUHP yg berlaku skrg dengan RKUHP tapi sampai hari ini belum terwujud,Trimaskinter
52,52,2019-09-20 21:47:46+00:00,1175164672372170752,Kalo RKUHP nanti aja masih ada beberapa pasal yg tidak sesuai kondisi budaya dan nilai2 hukum yg hidup dalam masyarakat Indonesia Dan lagi KUHP Wetboek Van Straafrecht yg peninggalan belanda dahulunya belanda mengadopsi Code Penal dari Prancis meski sudah sangat tua,Trimaskinter
53,53,2019-09-20 21:12:05+00:00,1175155694120488960,MaSue yg rancang RUU KUHP lagi teler mabok aibon,NRT_IST
54,54,2019-09-20 21:03:06+00:00,1175153432262402048,Bisa di tutup aja ga itu wacana rencana ruu kuhp nya,harripampir
55,55,2019-09-20 20:59:25+00:00,1175152508353667073,sikap dan aksi kalian sendiri menunjukan kalo Kalian dijadikan alat politik Revisi UU KPK KUHP PERTANAHAN KEMENAKER MINERBA PKS Kalian kemana indonesia,BarkahWell
56,56,2019-09-20 20:55:03+00:00,1175151407046881280,runturambi Memantik demo lalu ada kuhp makar yang demo nggak jadi terus pulang Berikutnya muncul uu penetapan raja berkuasa selamanya Gak mau ganti periodik Luar binasa,SaSenyum
57,57,2019-09-20 20:54:12+00:00,1175151192147554304,RI Kalau dr saya perlu ada MappingMind terkait HukumdiIndonesia agar Milenial tdk bingung Mulai dr yg tertinggi spt UUD1945 hingga KUHP trs Fatwa dsb Tapi apa benar semuanya mengacu ke UUD 1945 jika dipandang dr kacamata hukum 41Diaries Awam,jengkidoki
58,58,2019-09-20 20:45:20+00:00,1175148961989980160,Sarandankritikmembangun Janganadalagi Rencana Ujung Ujungnya Keluar Uang Habis Perkara RUU KUHP Bagi orang kaya yang mampu membayar dan bagi orang yang tidak mampu tidak bisa membayar Buat RUUKUHP sebaik2nya dan berkeadilan,Heri23152985
59,59,2019-09-20 20:40:21+00:00,1175147708681617408,CATATAN Apakah KUHP itu hanya memakai HukumEropa saja Atau ada campuran dengan HukumAgama dan HukumAdat RI,jengkidoki
60,60,2019-09-20 20:35:35+00:00,1175146507160317952,Julidin ruu kuhp lahhhh,katafadhil
61,61,2019-09-20 19:50:03+00:00,1175135047881379840,jsande Diah f1 militan88 Melawan bakal bui menyerah jadi gelandangan Sadis ya diem dipidana menyerah juga kena denda Diserang dengan RUU Pertanahan dan RUU KUHP,Sabrix033
62,62,2019-09-20 19:32:27+00:00,1175130620353105920,kenapa sih kok pada gak setuju sama ruu kuhp bukannya hal itu baik ya salah satunya ttg sex diluar nikah supaya gak ada lagi sex bebas,vistamartadelia
63,63,2019-09-20 19:23:36+00:00,1175128393383174144,Yuk tanggal 24 nih soalnya hari itu pengesahan kuhp gimans,namehasbenbaned
64,64,2019-09-20 19:13:51+00:00,1175125937765019648,Asik juga yaaa boker sambil nonton berita RUU KUHP,KorbanSistem
65,65,2019-09-20 19:10:08+00:00,1175125006222680064,khan ruu kuhp,bodoamamat
66,66,2019-09-20 19:09:20+00:00,1175124801817477120,anti ruu kuhp tp gaperna ngewe yha,fznzhmm
67,67,2019-09-20 19:07:56+00:00,1175124450783612928,Menurut gw ruu kuhp cuma pengaliham dari agenda utama revisi uu kpk Sengaja dibikin gaduh supaya perhatian kita ga terpusat ke revisi uu kpk Keuntungan paling gede bagi para koruptor ya revisi uu kpk ini,dilarang2323
68,68,2019-09-20 19:01:52+00:00,1175122926179237888,3 Tidak usahlah kita membahas RUU KUHP atau RUU KPK Saya tidak memahami politik tapi satu hal yang membuat saya tertarik BAGAIMANA PROSES DISKUSI YANG TERJADI SELAMA PENYUSUNANNYA Apakah sesederhana Gelandangan harus diberantas ganti jadi denda aja gak sih,huang_HW
69,69,2019-09-20 19:01:50+00:00,1175122917325017088,tolak ruu kuhp tp gaperna baca kuhp,fznzhmm
70,70,2019-09-20 19:01:03+00:00,1175122718418591744,RUU KUHP ditolak aja pak Kalau ada yang mau diganti Sebaiknya semua penyidik KPK diganti dengan penyidik yang baru yang idealis jujur berani dan bertanggung jawab Sama Allah swt jangan cari yang berpolitik dan punya kepentingan,IrwandyZul
71,71,2019-09-20 18:52:17+00:00,1175120512562778112,RUU KUHP di tunda langsung banyak yg lupa RUU KPK di pinjamin motor langsung kalo pernah di janji mobil gratis,ikutPilpres
72,72,2019-09-20 18:46:47+00:00,1175119128526352384,Yg dimasalahin sekarang sebenernya apa sih russ ruu kuhp atau kpk atau apa dah banyak amat,NugrahaAstario
73,73,2019-09-20 18:42:01+00:00,1175117927458066432,Klo diliat isinya siapapun bakal dgn mudah jdi korban dri RUU KUHP termasuk keluarga dan sahabatnya makanya trik paling jitu menunda krna beliau bisa jdi bagian dr korbannya Tpi tdk utk revisi UU KPK Itu jelas siapa yg paling diuntungkan jangan terkecoh Kawal KPK,Abyraksa
74,74,2019-09-20 18:40:37+00:00,1175117576784842753,Ternyata utk meloloskan Revisi UU KPK dengan membuat Sibuk masyarakat mengawasi Revisi KUHP revisi pertanahan sekaligus,p023456
75,75,2019-09-20 18:39:44+00:00,1175117355673739264,Kalo memang rkuhp itu masih salah ya diperbaiki bukan dibatalkan Mbaknya baca kuhp yang ada terus bandingkan dengan kondisi sekarang dengan Ius constitutum,SlavInlander
76,76,2019-09-20 18:31:28+00:00,1175115272576876544,Ruu kuhp mksdna,putrikabupaten
77,77,2019-09-20 18:26:30+00:00,1175114023248941056,Harusnya dibatalkan itu lebih tepat Dan jangan lupa revisi UU KPK tidak kalah pentingnya untuk dibatalkan jangan tertipu dengan respon menunda RUU KUHP Dan kalo sampe lolos revisinya sudah menari2 mereka para Koruptor,Abyraksa
78,78,2019-09-20 18:25:15+00:00,1175113707178741760,Yeehhh pembaharuan kuhp itu perlu neng,SlavInlander
79,79,2019-09-20 18:20:50+00:00,1175112599739912192,Kalau membuktikan santet bgmn ya menurut RUU KUHP,Hardjoeno
80,80,2019-09-20 18:16:20+00:00,1175111466342436866,Thank you pak dhe Di media luar negeri sdh jd bahan tertawaan RUU KUHP kita Malu2 in sekali,CallOfDutyRI
81,81,2019-09-20 18:15:36+00:00,1175111280207618048,Nah dengan menunda dan meninjau ulang atau bahkan jika melakukan pembatalan RUU KUHP bakal mengangkat citra si bapak lagi Lagian pejabat politik mana peduli sih urusan KUHP yang penting kan kalau korupsi gak mesti takut ada yang ngerecokin Iya gak sih Hehe he,uangrokok
82,82,2019-09-20 18:13:40+00:00,1175110792263479297,RUU KUHP di mulai dari tahun berapa oleh siapa Semua kan berproses Knp masalah semua ditumpahkan pada penerintah sekarang Ada proses di DPR jg Ini lah resiko zaman medsos isinya berisik mulu,GufronSunoto
