No,Datetime,Tweet Id,Text,Username
70,2022-12-03 13:09:02+00:00,1599027933934678018,"@neomintau @NOTASLIMBOY Di mata hukum ga ada soal siapa yg bacotnya mulai duluan.

Yg ada adalah 2 warga negara, yg salah satunya membunuh yg lain. Pembunuhan tak berencana dalam perkelahian.

Sisanya lihat di KUHP kena pasal berapa.",zandaclause
71,2022-12-03 13:02:17+00:00,1599026232968245248,@jubidotcom Tolak RUU KUHP✊,OBintangku
72,2022-12-03 12:55:58+00:00,1599024646254649345,"@samartemaram masih.. menantang orang berkelahi, Pasal 184 ayat (2)-(3) KUHP https://t.co/7cPMHjo5WX",Rezasyariatii
73,2022-12-03 11:59:09+00:00,1599010347582562307,"@bennysiauw89 Kaum hetero ini banyak banget yang bersikap ""saya tidak mendukung tapi menghargai LGBT"". Misalnya ada KUHP yg kriminalkan LGBT, apakah bagian ""menghargai"" nya masih jalan atau jadi ""musnahkan"" saja?",garryariesta
74,2022-12-03 11:31:19+00:00,1599003340754792448,@madhannii @SoundOfYogi Ya sekarang udh kejadian kan? Bisa dijerat pakai 281 atau 284 KUHP juga.,alphomega_
75,2022-12-03 11:02:55+00:00,1598996194562564096,"Apa buktinya pilihan ini ga ganggu&amp;merugikan orang lain?

Di Indonesia ga ada satupun KUHP yg secara eksplisit melarang seseorang jadi yg begituan 😀",irf_mLa
76,2022-12-03 10:25:51+00:00,1598986868020088833,"Dia ngelaporin gw perkara bakar sampah dgn mengacu perda dgn ancaman denda 500rb. Gw punya KUHP &amp; perdata soal buang sampah sembarangan di lahan gw. Pidana kena 50jt, perdata nanti bisa gw tuntut 100juta. Ngoahahahha... Aparat @DKIJakarta pada kemana yak? 🤣🤣🤣",densatjo
77,2022-12-03 10:23:21+00:00,1598986238304063488,"@FREQUENTLYASK3D @susipudjiastuti Ya memang lebih baik seperti itu, tapi kalau ada orang melakukan bukan berarti itu kejahatan yang harus dipidana. 

KUHP itu UU pidana, harusnya fokus untuk hal-hal yang sifatnya kejahatan.

Contohnya orang masturbasi atau coli, itu baik tidak? Harus dipidana juga?",devils4dvocate
78,2022-12-03 08:34:53+00:00,1598958941412921350,KUHP akan menjadi refleksi dari kehidupan teratur masyarakat Indonesia. https://t.co/GYIXiYuETU,ReneeGr72159108
79,2022-12-03 08:34:51+00:00,1598958932575531010,KUHP bukan hanya sekedar produk hukum!! https://t.co/oaPGOwOw1c,ReneeGr72159108
80,2022-12-03 08:34:48+00:00,1598958919048916992,Revisi KUHP mutlak diperlukan!!! https://t.co/RGIO0fuzHN,ReneeGr72159108
81,2022-12-03 07:42:04+00:00,1598945650523402240,"@alfiarnimakhtaf @RochmadDjunaedi @ruliemaulana @ocee_me08 @madmedmad_ lah makanya ada hukum KUHP, bisa kena denda dan pidana. beropini sambil ngasih emot tutup mulut aja menandakan lu meremehkan opini orang jadi landasan lu untuk berargumen aja udh melenceng jauh Bray.",khikhichan
82,2022-12-03 07:35:19+00:00,1598943950030897153,"@alharkan__ Pertanyaan pentingnya, Har: kenapa aturan ini harus ada terkodifikasi di KUHP, dan kenapa harus hukuman penjara alih-alih perdata sbg sanksinya.",pascallous
83,2022-12-03 07:08:00+00:00,1598937076724301825,"@musniumar Hak azasi apa woy ?
Mending buka lokalisasi sdh jelas para pendosa yg nyari nafkah daripada ngijinin perzinahan sejenis "" hdeuuh "" dah bener tuh kata sambut jadi jembut, dah putus rambut kemaluan kalo KUHP untuk LGBT diciptakan "" gak punya malu negara ini !""",NamakuAbi
84,2022-12-03 06:47:31+00:00,1598931921840799744,"Masih banyak pasal-pasal lain di RKUHP yang bermasalah. Lalu, apa beda KUHP dengan RKUHP jika semangat 'penjajahan' atas kebebasan kita masih ada di dua produk tersebut? Untuk apa RKUHP disahkan jika #semuabisakena hukuman yang sejatinya tidak perlu dan berlebihan?",aldomkal
85,2022-12-03 06:45:31+00:00,1598931419652583424,"Namun, ternyata berbagai draf RKUHP yang pemerintah dan DPR RI hasilkan masih miliki kemiripan dengan KUHP warisan Belanda. Mengutip @coldrebellion di video @amnestyindo, RKUHP adalah ""penjajahan baru dan mutakhir (colonialism: new and improved)."" #semuabisakena",aldomkal
